Order ID,Order Date,Ship Mode,Customer ID,Customer Name,City,State,Product ID,Category,Sales
2017-168410,21/02/2017,std,BV-11245,Benjamin Venier,Oceanside,New York,OFF-ST-10036,Off.Supp.,296.37
2017-168410,21/02/2017,std,BV-11245,Benjamin Venier,Oceanside,New York,TEC-PH-12583,Technology,39.98
2018-131254,19/11/2018,1st C,NC-18415,Nathan Cano,Houston,Texas,FUR-CH-13774,Furniture,191.058
2018-131254,19/11/2018,1st C,NC-18415,Nathan Cano,Houston,Texas,OFF-AR-13876,Off.Supp.,13.04
2018-131254,19/11/2018,1st C,NC-18415,Nathan Cano,Houston,Texas,OFF-BI-13527,Off.Supp.,1525.188
2017-123414,21/08/2017,std,SU-20665,Stephanie Ulpright,Greenville,North Carolina,OFF-LA-14559,Off.Supp.,9.216
2017-123414,21/08/2017,std,SU-20665,Stephanie Ulpright,Greenville,North Carolina,OFF-SU-12573,Off.Supp.,28.048
2018-137876,30/04/2018,std,DJ-13510,Don Jones,San Francisco,California,FUR-FU-10222,Furniture,64.96
2018-137876,30/04/2018,std,DJ-13510,Don Jones,San Francisco,California,OFF-EN-11219,Off.Supp.,30.56
2017-154060,02/05/2017,std,DL-12865,Dan Lawera,Greensboro,North Carolina,FUR-CH-12304,Furniture,187.056
2018-162558,02/10/2018,1st C,Dp-13240,Dean percer,Knoxville,Tennessee,FUR-FU-12364,Furniture,11.808
2018-162558,02/10/2018,1st C,Dp-13240,Dean percer,Knoxville,Tennessee,FUR-FU-14864,Furniture,9.656
2018-162558,02/10/2018,1st C,Dp-13240,Dean percer,Knoxville,Tennessee,OFF-PA-13172,Off.Supp.,20.736
2018-162558,02/10/2018,1st C,Dp-13240,Dean percer,Knoxville,Tennessee,OFF-BI-10977,Off.Supp.,27.36
2018-162558,02/10/2018,1st C,Dp-13240,Dean percer,Knoxville,Tennessee,FUR-TA-10198,Furniture,2314.116
2018-162558,02/10/2018,1st C,Dp-13240,Dean percer,Knoxville,Tennessee,OFF-BI-13984,Off.Supp.,34.236
2018-162558,02/10/2018,1st C,Dp-13240,Dean percer,Knoxville,Tennessee,FUR-FU-13691,Furniture,19.76
2018-134439,18/09/2018,2nd C,TM-21010,Tamara Manning,Grand Island,Nebraska,OFF-PA-14082,Off.Supp.,15.96
2016-119508,04/12/2016,std,TZ-21580,Tracy Zic,Lakewood,California,OFF-AR-13723,Off.Supp.,16.9
2016-119508,04/12/2016,std,TZ-21580,Tracy Zic,Lakewood,California,FUR-FU-14270,Furniture,25.08
2016-152681,17/01/2016,std,SC-20260,Scott Cohen,Lawrence,Massachusetts,OFF-AR-13183,Off.Supp.,6.68
2015-130813,06/01/2015,2nd C,LS-17230,Lycoris Saunders,Los Angeles,California,OFF-PA-12005,Off.Supp.,19.44
2016-120320,05/03/2016,std,MV-18190,Mike Vittorini,Houston,Texas,TEC-PH-10149,Technology,31.92
2017-111941,25/12/2017,2nd C,BD-11620,Brian DeCherney,New York City,New York,OFF-BI-11524,Off.Supp.,33.568
2017-123120,04/09/2017,std,CV-12295,Christina VanderZanden,New York City,New York,FUR-FU-14748,Furniture,63.94
2017-123120,04/09/2017,std,CV-12295,Christina VanderZanden,New York City,New York,OFF-BI-11460,Off.Supp.,60.6
2017-123120,04/09/2017,std,CV-12295,Christina VanderZanden,New York City,New York,OFF-SU-12503,Off.Supp.,22.72
2015-103331,26/08/2015,std,KB-16315,Karl Braun,Newark,Delaware,FUR-FU-11731,Furniture,10.68
2015-103331,26/08/2015,std,KB-16315,Karl Braun,Newark,Delaware,OFF-PA-12160,Off.Supp.,17.34
2015-103331,26/08/2015,std,KB-16315,Karl Braun,Newark,Delaware,OFF-PA-12659,Off.Supp.,3.38
2016-169278,21/05/2016,std,ME-18010,Michelle Ellison,Seattle,Washington,OFF-BI-11636,Off.Supp.,26.976
2018-111577,16/10/2018,std,AJ-10780,Anthony Jacobs,Scottsdale,Arizona,OFF-PA-10062,Off.Supp.,307.776
2016-146486,09/11/2016,2nd C,DV-13465,Dianna Vittorini,Oceanside,New York,OFF-ST-12554,Off.Supp.,244.55
2016-146486,09/11/2016,2nd C,DV-13465,Dianna Vittorini,Oceanside,New York,OFF-EN-11509,Off.Supp.,12.24
2016-146486,09/11/2016,2nd C,DV-13465,Dianna Vittorini,Oceanside,New York,TEC-AC-12018,Technology,13.98
2016-146486,09/11/2016,2nd C,DV-13465,Dianna Vittorini,Oceanside,New York,TEC-AC-12637,Technology,899.95
2015-168501,21/11/2015,std,JK-15325,Jason Klamczynski,Dallas,Texas,OFF-EN-11509,Off.Supp.,1.632
2015-168501,21/11/2015,std,JK-15325,Jason Klamczynski,Dallas,Texas,TEC-PH-14922,Technology,267.96
2016-112053,11/10/2016,2nd C,SH-20395,Shahid Hopkins,Rochester,New York,TEC-AC-12550,Technology,31.95
2018-108539,21/03/2018,2nd C,SC-20725,Steven Cartwright,Los Angeles,California,OFF-ST-13208,Off.Supp.,725.84
2018-108539,21/03/2018,2nd C,SC-20725,Steven Cartwright,Los Angeles,California,OFF-BI-13981,Off.Supp.,10.896
2018-108539,21/03/2018,2nd C,SC-20725,Steven Cartwright,Los Angeles,California,OFF-BI-11031,Off.Supp.,8.544
2016-149811,04/01/2016,std,CS-12250,Chris Selesnick,Woodbury,Minnesota,OFF-BI-13676,Off.Supp.,32.34
2016-149811,04/01/2016,std,CS-12250,Chris Selesnick,Woodbury,Minnesota,OFF-PA-14082,Off.Supp.,39.9
2018-103814,09/12/2018,std,LH-16900,Lena Hernandez,Park Ridge,Illinois,OFF-PA-11019,Off.Supp.,143.856
2017-123932,06/09/2017,std,YC-21895,Yoseph Carroll,Dallas,Texas,OFF-PA-14665,Off.Supp.,41.92
2017-123932,06/09/2017,std,YC-21895,Yoseph Carroll,Dallas,Texas,TEC-PH-12447,Technology,329.584
2017-101616,03/09/2017,1st C,CY-12745,Craig Yedwab,Monroe,Louisiana,OFF-BI-10014,Off.Supp.,87.28
2015-113768,13/05/2015,std,AH-10030,Aaron Hawkins,Los Angeles,California,FUR-CH-12439,Furniture,279.456
2015-113768,13/05/2015,std,AH-10030,Aaron Hawkins,Los Angeles,California,OFF-PA-13063,Off.Supp.,8
2017-138037,29/09/2017,std,AR-10540,Andy Reiter,San Francisco,California,OFF-BI-12982,Off.Supp.,27.24
2015-150490,05/08/2015,std,SS-20590,Sonia Sunley,San Francisco,California,TEC-AC-14510,Technology,16.36
2015-150490,05/08/2015,std,SS-20590,Sonia Sunley,San Francisco,California,OFF-ST-10321,Off.Supp.,15.78
2015-150490,05/08/2015,std,SS-20590,Sonia Sunley,San Francisco,California,OFF-AR-14602,Off.Supp.,45.98
2018-126060,14/04/2018,std,DW-13585,Dorothy Wardle,Fayetteville,North Carolina,FUR-BO-13433,Furniture,198.272
2018-100951,09/06/2018,1st C,NC-18625,Noah Childs,Dallas,Texas,OFF-ST-11496,Off.Supp.,720.76
2017-122017,29/12/2017,std,CD-11920,Carlos Daly,Wichita,Kansas,FUR-FU-10672,Furniture,70.56
2017-122017,29/12/2017,std,CD-11920,Carlos Daly,Wichita,Kansas,OFF-AP-11293,Off.Supp.,81.96
2015-123477,18/01/2015,2nd C,DW-13195,David Wiener,Springfield,Oregon,OFF-AP-10692,Off.Supp.,64.864
2017-107790,20/11/2017,std,EH-13990,Erica Hackney,Houston,Texas,TEC-PH-14539,Technology,151.192
2018-158071,10/06/2018,std,BD-11320,Bill Donatelli,Seattle,Washington,TEC-PH-12923,Technology,88.776
2018-158071,10/06/2018,std,BD-11320,Bill Donatelli,Seattle,Washington,OFF-LA-14689,Off.Supp.,11.56
2018-158071,10/06/2018,std,BD-11320,Bill Donatelli,Seattle,Washington,OFF-ST-11228,Off.Supp.,15.58
2018-147403,10/09/2018,1st C,KH-16630,Ken Heidel,Akron,Ohio,OFF-PA-13302,Off.Supp.,85.056
2018-136721,08/04/2018,std,NH-18610,Nicole Hansen,Oak Park,Michigan,FUR-FU-14665,Furniture,273.96
2018-136721,08/04/2018,std,NH-18610,Nicole Hansen,Oak Park,Michigan,FUR-FU-14188,Furniture,306.9
2016-118738,24/10/2016,std,AG-10495,Andrew Gjertsen,Houston,Texas,OFF-PA-13177,Off.Supp.,15.552
2016-118738,24/10/2016,std,AG-10495,Andrew Gjertsen,Houston,Texas,FUR-TA-12607,Furniture,347.361
2016-118738,24/10/2016,std,AG-10495,Andrew Gjertsen,Houston,Texas,OFF-PA-11166,Off.Supp.,10.368
2018-134152,27/05/2018,std,RP-19855,Roy Phan,Seattle,Washington,TEC-AC-14510,Technology,98.16
2018-134152,27/05/2018,std,RP-19855,Roy Phan,Seattle,Washington,OFF-AR-14062,Off.Supp.,31.44
2015-125542,05/12/2015,1st C,NB-18655,Nona Balk,Philadelphia,Pennsylvania,OFF-EN-10056,Off.Supp.,348.488
2015-125542,05/12/2015,1st C,NB-18655,Nona Balk,Philadelphia,Pennsylvania,OFF-ST-11469,Off.Supp.,172.736
2017-136021,14/08/2017,std,JM-15580,Jill Matthias,Los Angeles,California,OFF-PA-10551,Off.Supp.,15.54
2017-136021,14/08/2017,std,JM-15580,Jill Matthias,Los Angeles,California,TEC-MA-10423,Technology,105.552
2017-149195,05/09/2017,2nd C,DM-13525,Don Miller,Houston,Texas,OFF-PA-11870,Off.Supp.,25.92
2017-149195,05/09/2017,2nd C,DM-13525,Don Miller,Houston,Texas,OFF-FA-11843,Off.Supp.,15.808
2017-149195,05/09/2017,2nd C,DM-13525,Don Miller,Houston,Texas,OFF-PA-12036,Off.Supp.,10.368
2018-161410,26/06/2018,std,CC-12220,Chris Cortes,Philadelphia,Pennsylvania,TEC-PH-11760,Technology,358.2
2018-161410,26/06/2018,std,CC-12220,Chris Cortes,Philadelphia,Pennsylvania,TEC-PH-10673,Technology,545.916
2018-152786,12/03/2018,std,GA-14725,Guy Armstrong,Rogers,Arkansas,OFF-BI-10829,Off.Supp.,40.41
2018-164707,18/02/2018,2nd C,CV-12805,Cynthia Voltz,Los Angeles,California,TEC-PH-11924,Technology,167.976
2018-164707,18/02/2018,2nd C,CV-12805,Cynthia Voltz,Los Angeles,California,TEC-AC-14864,Technology,109.53
2018-164707,18/02/2018,2nd C,CV-12805,Cynthia Voltz,Los Angeles,California,OFF-LA-14345,Off.Supp.,9.82
2018-163874,10/11/2018,2nd C,NC-18535,Nick Crebassa,Seattle,Washington,OFF-BI-10088,Off.Supp.,26.352
2015-123183,19/11/2015,std,GR-14560,Georgia Rosenberg,Wilmington,Delaware,OFF-LA-12787,Off.Supp.,22.5
2015-123183,19/11/2015,std,GR-14560,Georgia Rosenberg,Wilmington,Delaware,OFF-LA-11569,Off.Supp.,9.96
2015-123183,19/11/2015,std,GR-14560,Georgia Rosenberg,Wilmington,Delaware,OFF-BI-12429,Off.Supp.,213.08
2015-123183,19/11/2015,std,GR-14560,Georgia Rosenberg,Wilmington,Delaware,FUR-BO-10362,Furniture,1025.88
2015-104829,18/11/2015,2nd C,JG-15805,John Grady,Provo,Utah,OFF-PA-13016,Off.Supp.,21.98
2017-147340,24/09/2017,Same Day,EB-13750,Edward Becker,San Francisco,California,FUR-FU-12501,Furniture,63.2
2017-145492,20/11/2017,std,MC-17605,Matt Connell,Los Angeles,California,OFF-AP-13622,Off.Supp.,39
2017-163202,27/09/2017,std,BM-11650,Brian Moss,Lancaster,Ohio,OFF-BI-12764,Off.Supp.,2.907
2017-117681,09/04/2017,std,HF-14995,Herbert Flentye,Los Angeles,California,FUR-BO-11798,Furniture,556.665
2018-132262,21/09/2018,1st C,ML-18265,Muhammed Lee,Seattle,Washington,TEC-AC-10158,Technology,71.98
2018-132262,21/09/2018,1st C,ML-18265,Muhammed Lee,Seattle,Washington,TEC-AC-10303,Technology,79.98
2018-123043,24/08/2018,std,AH-10195,Alan Haines,New York City,New York,OFF-BI-13910,Off.Supp.,24.672
2018-123043,24/08/2018,std,AH-10195,Alan Haines,New York City,New York,OFF-BI-10138,Off.Supp.,3.744
2017-143280,22/02/2017,std,TZ-21580,Tracy Zic,Los Angeles,California,TEC-PH-12398,Technology,445.96
2017-143280,22/02/2017,std,TZ-21580,Tracy Zic,Los Angeles,California,TEC-AC-13399,Technology,36.24
2017-143280,22/02/2017,std,TZ-21580,Tracy Zic,Los Angeles,California,OFF-FA-10992,Off.Supp.,10.65
2018-108854,08/12/2018,std,DM-13345,Denise Monton,San Francisco,California,OFF-PA-13022,Off.Supp.,87.92
2018-108854,08/12/2018,std,DM-13345,Denise Monton,San Francisco,California,OFF-BI-12854,Off.Supp.,22.424
2018-108854,08/12/2018,std,DM-13345,Denise Monton,San Francisco,California,OFF-BI-11670,Off.Supp.,90.48
2018-108854,08/12/2018,std,DM-13345,Denise Monton,San Francisco,California,OFF-ST-11837,Off.Supp.,42.76
2018-166856,18/09/2018,std,TS-21505,Tony Sayre,Clovis,New Mexico,OFF-BI-12012,Off.Supp.,10.08
2018-166856,18/09/2018,std,TS-21505,Tony Sayre,Clovis,New Mexico,TEC-AC-14992,Technology,101.34
2017-153157,11/09/2017,1st C,TB-21625,Trudy Brown,Wichita,Kansas,TEC-PH-13171,Technology,224.75
2018-125647,23/09/2018,std,LC-16870,Lena Cacioppo,Chicago,Illinois,OFF-AP-10390,Off.Supp.,73.176
2018-125647,23/09/2018,std,LC-16870,Lena Cacioppo,Chicago,Illinois,OFF-PA-14888,Off.Supp.,20.736
2018-125647,23/09/2018,std,LC-16870,Lena Cacioppo,Chicago,Illinois,TEC-PH-14188,Technology,39.984
2015-132542,06/10/2015,2nd C,AM-10360,Alice McCarthy,Omaha,Nebraska,OFF-BI-14099,Off.Supp.,15.36
2016-110877,23/10/2016,1st C,JE-15715,Joe Elijah,Houston,Texas,OFF-PA-14621,Off.Supp.,36.288
2016-110877,23/10/2016,1st C,JE-15715,Joe Elijah,Houston,Texas,TEC-PH-12103,Technology,150.384
2017-151827,31/03/2017,2nd C,CS-11950,Carlos Soltero,Philadelphia,Pennsylvania,TEC-PH-12789,Technology,280.782
2017-151827,31/03/2017,2nd C,CS-11950,Carlos Soltero,Philadelphia,Pennsylvania,TEC-AC-13289,Technology,31.984
2017-163258,29/12/2017,std,PF-19225,Phillip Flathmann,Los Angeles,California,OFF-BI-10138,Off.Supp.,11.232
2018-103009,03/11/2018,2nd C,PJ-18835,Patrick Jones,Richmond,Kentucky,OFF-PA-11215,Off.Supp.,26.4
2018-120649,20/01/2018,std,JF-15490,Jeremy Farry,Waterbury,Connecticut,OFF-AR-11545,Off.Supp.,3.52
2017-153598,03/12/2017,1st C,NM-18520,Neoma Murray,Los Angeles,California,TEC-AC-13870,Technology,1649.95
2017-153598,03/12/2017,1st C,NM-18520,Neoma Murray,Los Angeles,California,FUR-FU-11085,Furniture,111.9
2017-108497,14/06/2017,Same Day,MH-17290,Marc Harrigan,Los Angeles,California,FUR-BO-14218,Furniture,599.165
2017-113096,02/09/2017,1st C,SZ-20035,Sam Zeldin,San Francisco,California,OFF-ST-13455,Off.Supp.,46.53
2015-136861,05/09/2015,1st C,PR-18880,Patrick Ryan,Saint Petersburg,Florida,FUR-FU-11967,Furniture,31.984
2018-117422,21/10/2018,std,FC-14245,Frank Carlisle,Lakewood,Ohio,OFF-AP-10938,Off.Supp.,161.568
2018-117422,21/10/2018,std,FC-14245,Frank Carlisle,Lakewood,Ohio,OFF-PA-12195,Off.Supp.,4.064
2018-117422,21/10/2018,std,FC-14245,Frank Carlisle,Lakewood,Ohio,OFF-BI-12799,Off.Supp.,6.216
2018-129707,25/04/2018,std,LH-16750,Larry Hughes,Chandler,Arizona,OFF-AR-10246,Off.Supp.,8.896
2016-160171,19/10/2016,std,RM-19675,Robert Marley,Los Angeles,California,OFF-AP-10275,Off.Supp.,1640.7
2016-160171,19/10/2016,std,RM-19675,Robert Marley,Los Angeles,California,TEC-AC-10892,Technology,270
2015-103317,05/07/2015,1st C,DM-13525,Don Miller,Palm Coast,Florida,FUR-FU-11591,Furniture,19.52
2015-103317,05/07/2015,1st C,DM-13525,Don Miller,Palm Coast,Florida,OFF-BI-11787,Off.Supp.,9.81
2015-103317,05/07/2015,1st C,DM-13525,Don Miller,Palm Coast,Florida,FUR-FU-13192,Furniture,213.216
2017-167115,04/04/2017,std,EH-14185,Evan Henry,New York City,New York,OFF-BI-14600,Off.Supp.,588.784
2018-153633,13/11/2018,2nd C,TC-21295,Toby Carlisle,Jupiter,Florida,OFF-AR-12335,Off.Supp.,2.064
2018-155929,09/09/2018,std,AI-10855,Arianne Irving,Glendale,Arizona,OFF-PA-10859,Off.Supp.,6.368
2016-148712,17/04/2016,std,JM-15535,Jessica Myrick,New York City,New York,TEC-AC-13198,Technology,99.6
2016-148712,17/04/2016,std,JM-15535,Jessica Myrick,New York City,New York,OFF-BI-11900,Off.Supp.,62.296
2016-148712,17/04/2016,std,JM-15535,Jessica Myrick,New York City,New York,OFF-AR-10614,Off.Supp.,10.71
2017-128307,25/07/2017,std,BE-11335,Bill Eplett,Houston,Texas,OFF-EN-13040,Off.Supp.,20.936
2017-127425,26/08/2017,std,DR-12880,Dan Reichenbach,New York City,New York,TEC-PH-13442,Technology,33
2017-127425,26/08/2017,std,DR-12880,Dan Reichenbach,New York City,New York,TEC-AC-12800,Technology,249.95
2015-119081,12/09/2015,std,TA-21385,Tom Ashbrook,Olathe,Kansas,OFF-SU-10157,Off.Supp.,357.93
2015-119081,12/09/2015,std,TA-21385,Tom Ashbrook,Olathe,Kansas,TEC-AC-11542,Technology,57.4
2015-119081,12/09/2015,std,TA-21385,Tom Ashbrook,Olathe,Kansas,OFF-BI-14519,Off.Supp.,331.96
2015-119081,12/09/2015,std,TA-21385,Tom Ashbrook,Olathe,Kansas,FUR-FU-13464,Furniture,40.56
2017-140613,22/07/2017,std,KN-16705,Kristina Nunn,Sparks,Nevada,OFF-SU-14261,Off.Supp.,86.2
2018-108700,19/05/2018,std,PJ-18835,Patrick Jones,Rockford,Illinois,OFF-PA-14733,Off.Supp.,38.016
2018-160962,28/04/2018,std,MC-17605,Matt Connell,Philadelphia,Pennsylvania,OFF-ST-11325,Off.Supp.,8.384
2018-160962,28/04/2018,std,MC-17605,Matt Connell,Philadelphia,Pennsylvania,OFF-AR-13056,Off.Supp.,6.848
2018-130631,29/12/2018,std,BS-11755,Bruce Stewart,Edmonds,Washington,OFF-FA-10089,Off.Supp.,19.6
2018-130631,29/12/2018,std,BS-11755,Bruce Stewart,Edmonds,Washington,FUR-FU-14093,Furniture,68.46
2018-116680,04/09/2018,2nd C,PK-19075,Pete Kriz,San Francisco,California,OFF-BI-14022,Off.Supp.,13.344
2018-116680,04/09/2018,2nd C,PK-19075,Pete Kriz,San Francisco,California,FUR-TA-11771,Furniture,1478.272
2015-107405,21/03/2015,std,TS-21205,Thomas Seio,Asheville,North Carolina,OFF-ST-12301,Off.Supp.,16.272
2018-101574,28/09/2018,std,BD-11725,Bruce Degenhardt,Los Angeles,California,FUR-FU-11706,Furniture,9.24
2015-146591,19/01/2015,1st C,TS-21340,Toby Swindell,Scottsdale,Arizona,OFF-BI-13676,Off.Supp.,32.34
2015-146591,19/01/2015,1st C,TS-21340,Toby Swindell,Scottsdale,Arizona,OFF-PA-10659,Off.Supp.,56.064
2015-146591,19/01/2015,1st C,TS-21340,Toby Swindell,Scottsdale,Arizona,OFF-EN-12504,Off.Supp.,108.72
2015-146591,19/01/2015,1st C,TS-21340,Toby Swindell,Scottsdale,Arizona,FUR-BO-11972,Furniture,181.47
2015-107706,14/02/2015,2nd C,ST-20530,Shui Tom,Houston,Texas,OFF-PA-10466,Off.Supp.,16.176
2017-122448,09/06/2017,std,DB-13210,Dean Braden,San Francisco,California,FUR-CH-12774,Furniture,122.352
2015-132451,26/09/2015,1st C,KF-16285,Karen Ferguson,San Diego,California,FUR-CH-10454,Furniture,585.552
2015-132451,26/09/2015,1st C,KF-16285,Karen Ferguson,San Diego,California,OFF-PA-14888,Off.Supp.,19.44
2017-158547,30/05/2017,std,JM-16195,Justin MacKendrick,Hamilton,Ohio,OFF-AP-13842,Off.Supp.,123.92
2018-116946,19/12/2018,std,TS-21505,Tony Sayre,Parker,Colorado,FUR-FU-10320,Furniture,13.36
2018-116946,19/12/2018,std,TS-21505,Tony Sayre,Parker,Colorado,OFF-ST-12554,Off.Supp.,78.256
2018-116946,19/12/2018,std,TS-21505,Tony Sayre,Parker,Colorado,FUR-BO-10468,Furniture,102.018
2018-121741,26/12/2018,Same Day,YC-21895,Yoseph Carroll,Fremont,Nebraska,OFF-ST-14459,Off.Supp.,750.68
2018-169691,15/06/2018,1st C,Dp-13240,Dean percer,Maple Grove,Minnesota,OFF-LA-12312,Off.Supp.,44.4
2018-169691,15/06/2018,1st C,Dp-13240,Dean percer,Maple Grove,Minnesota,OFF-ST-11291,Off.Supp.,84.55
2018-169691,15/06/2018,1st C,Dp-13240,Dean percer,Maple Grove,Minnesota,OFF-PA-13022,Off.Supp.,17.94
2017-121356,20/11/2017,std,SJ-20500,Shirley Jackson,Newark,Delaware,OFF-BI-12133,Off.Supp.,128.4
2015-101770,31/03/2015,std,KB-16240,Karen Bern,Miami,Florida,OFF-BI-11097,Off.Supp.,1.869
2018-105487,08/10/2018,std,CS-12250,Chris Selesnick,San Diego,California,TEC-PH-11336,Technology,103.192
2018-105487,08/10/2018,std,CS-12250,Chris Selesnick,San Diego,California,TEC-AC-12305,Technology,36
2018-105487,08/10/2018,std,CS-12250,Chris Selesnick,San Diego,California,TEC-AC-13610,Technology,239.96
2018-105487,08/10/2018,std,CS-12250,Chris Selesnick,San Diego,California,OFF-ST-12301,Off.Supp.,40.68
2018-148999,30/01/2018,std,EB-13870,Emily Burns,Miami,Florida,FUR-CH-12044,Furniture,419.136
2015-107573,12/12/2015,std,PB-19150,Philip Brown,Miami,Florida,OFF-EN-11099,Off.Supp.,23.472
2016-156608,24/10/2016,std,MT-18070,Michelle Tran,San Antonio,Texas,OFF-BI-14140,Off.Supp.,3.592
2018-134495,01/04/2018,2nd C,BF-11020,Barry Französisch,Jacksonville,Florida,TEC-PH-14897,Technology,23.976
2018-134495,01/04/2018,2nd C,BF-11020,Barry Französisch,Jacksonville,Florida,OFF-LA-10262,Off.Supp.,6.264
2018-134495,01/04/2018,2nd C,BF-11020,Barry Französisch,Jacksonville,Florida,OFF-AP-12222,Off.Supp.,20.808
2018-134495,01/04/2018,2nd C,BF-11020,Barry Französisch,Jacksonville,Florida,FUR-CH-13774,Furniture,218.352
2018-164098,26/01/2018,1st C,CG-12520,Claire Gute,Houston,Texas,OFF-ST-10615,Off.Supp.,18.16
2015-105249,28/11/2015,Same Day,DH-13675,Duane Huffman,San Francisco,California,OFF-SU-11225,Off.Supp.,7.36
2015-105249,28/11/2015,Same Day,DH-13675,Duane Huffman,San Francisco,California,OFF-LA-12043,Off.Supp.,41.4
2015-105249,28/11/2015,Same Day,DH-13675,Duane Huffman,San Francisco,California,FUR-BO-10330,Furniture,411.332
2016-113523,04/09/2016,std,SC-20440,Shaun Chance,Philadelphia,Pennsylvania,OFF-BI-11249,Off.Supp.,7.656
2018-117821,12/06/2018,std,HG-15025,Hunter Glantz,Marion,Ohio,TEC-AC-14469,Technology,63.92
2018-164378,15/07/2018,2nd C,MM-18055,Michelle Moray,New York City,New York,OFF-AR-11177,Off.Supp.,6.56
2018-164378,15/07/2018,2nd C,MM-18055,Michelle Moray,New York City,New York,OFF-LA-10634,Off.Supp.,7.83
2018-164378,15/07/2018,2nd C,MM-18055,Michelle Moray,New York City,New York,TEC-AC-14708,Technology,41.9
2018-164378,15/07/2018,2nd C,MM-18055,Michelle Moray,New York City,New York,FUR-CH-12084,Furniture,664.146
2018-164378,15/07/2018,2nd C,MM-18055,Michelle Moray,New York City,New York,OFF-PA-14519,Off.Supp.,8.96
2018-127782,02/11/2018,std,TH-21115,Thea Hudgings,Philadelphia,Pennsylvania,FUR-FU-11847,Furniture,3.312
2018-127782,02/11/2018,std,TH-21115,Thea Hudgings,Philadelphia,Pennsylvania,OFF-AP-11962,Off.Supp.,20.136
2018-127782,02/11/2018,std,TH-21115,Thea Hudgings,Philadelphia,Pennsylvania,OFF-EN-13845,Off.Supp.,8.856
2018-127782,02/11/2018,std,TH-21115,Thea Hudgings,Philadelphia,Pennsylvania,TEC-PH-11817,Technology,859.2
2017-162026,08/10/2017,Same Day,JE-15745,Joel Eaton,Los Angeles,California,OFF-PA-10167,Off.Supp.,61.96
2017-150000,08/04/2017,std,PG-18820,Patrick Gardner,Smyrna,Georgia,OFF-EN-12973,Off.Supp.,17.92
2016-168529,08/10/2016,std,MB-17305,Maria Bertelson,San Francisco,California,FUR-FU-11588,Furniture,145.9
2018-152569,15/05/2018,std,JD-16015,Joy Daniels,Chicago,Illinois,OFF-PA-11736,Off.Supp.,56.704
2018-152569,15/05/2018,std,JD-16015,Joy Daniels,Chicago,Illinois,TEC-PH-12185,Technology,11.12
2015-137680,24/02/2015,std,JH-15430,Jennifer Halladay,Medford,Oregon,OFF-PA-10174,Off.Supp.,32.896
2015-137680,24/02/2015,std,JH-15430,Jennifer Halladay,Medford,Oregon,OFF-PA-10069,Off.Supp.,22.776
2016-103177,30/05/2016,1st C,EN-13780,Edward Nazzal,New York City,New York,TEC-PH-11795,Technology,239.97
2016-103177,30/05/2016,1st C,EN-13780,Edward Nazzal,New York City,New York,OFF-AP-14540,Off.Supp.,160.32
2016-103177,30/05/2016,1st C,EN-13780,Edward Nazzal,New York City,New York,TEC-PH-11527,Technology,128.85
2017-138408,18/11/2017,2nd C,KC-16255,Karen Carlisle,Huntsville,Alabama,TEC-AC-13870,Technology,1319.96
2018-117667,04/12/2018,std,MS-17980,Michael Stewart,Philadelphia,Pennsylvania,FUR-CH-14540,Furniture,239.96
2018-117667,04/12/2018,std,MS-17980,Michael Stewart,Philadelphia,Pennsylvania,FUR-FU-14093,Furniture,54.768
2018-117667,04/12/2018,std,MS-17980,Michael Stewart,Philadelphia,Pennsylvania,OFF-AR-10716,Off.Supp.,13.392
2018-117667,04/12/2018,std,MS-17980,Michael Stewart,Philadelphia,Pennsylvania,OFF-PA-12709,Off.Supp.,23.92
2018-117667,04/12/2018,std,MS-17980,Michael Stewart,Philadelphia,Pennsylvania,TEC-AC-10580,Technology,255.968
2017-110982,05/06/2017,1st C,CK-12205,Chloris Kastensmidt,Santa Clara,California,OFF-BI-10829,Off.Supp.,21.552
2017-110982,05/06/2017,1st C,CK-12205,Chloris Kastensmidt,Santa Clara,California,OFF-AP-14859,Off.Supp.,58.24
2017-147123,10/12/2017,1st C,SJ-20125,Sanjit Jacobs,Long Beach,California,OFF-PA-10575,Off.Supp.,80.28
2018-154501,30/04/2018,std,EA-14035,Erin Ashbrook,Los Angeles,California,OFF-AR-12804,Off.Supp.,9.78
2018-166933,24/04/2018,std,MG-17890,Michael Granlund,Santa Barbara,California,OFF-FA-12676,Off.Supp.,1.81
2016-142055,08/05/2016,1st C,AB-10255,Alejandro Ballentine,New York City,New York,OFF-PA-13465,Off.Supp.,37.94
2016-137106,31/03/2016,std,SC-20260,Scott Cohen,Jacksonville,Florida,TEC-PH-10011,Technology,79.96
2018-136609,06/08/2018,std,TB-21355,Todd Boyes,Cedar Hill,Texas,OFF-PA-14381,Off.Supp.,115.296
2018-160885,02/12/2018,std,JK-16090,Juliana Krohn,Omaha,Nebraska,TEC-PH-11795,Technology,2479.96
2017-167472,06/06/2017,1st C,CK-12595,Clytie Kelty,Little Rock,Arkansas,TEC-AC-11109,Technology,179.94
2017-167472,06/06/2017,1st C,CK-12595,Clytie Kelty,Little Rock,Arkansas,TEC-AC-13038,Technology,26.85
2017-167472,06/06/2017,1st C,CK-12595,Clytie Kelty,Little Rock,Arkansas,TEC-AC-13174,Technology,323.37
